,Call Id,Agent,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating,DateTime
2378,ID2379,Greg,Payment related,1,1,58.0,00:06:31,3.0,2021-02-11 11:05:17
2379,ID2380,Diane,Contract related,0,0,,,,2021-02-11 11:05:17
2380,ID2381,Jim,Contract related,1,1,102.0,00:06:13,5.0,2021-02-11 11:12:29
2381,ID2382,Becky,Streaming,1,1,63.0,00:05:52,4.0,2021-02-11 11:12:29
2382,ID2383,Dan,Streaming,1,1,106.0,00:00:41,4.0,2021-02-11 11:54:14
2383,ID2384,Becky,Admin Support,0,0,,,,2021-02-11 11:54:14
2384,ID2385,Jim,Payment related,1,1,31.0,00:00:47,4.0,2021-02-11 11:55:41
2385,ID2386,Dan,Contract related,1,1,93.0,00:04:54,5.0,2021-02-11 11:55:41
2386,ID2387,Diane,Payment related,0,0,,,,2021-02-11 12:00:00
2387,ID2388,Becky,Admin Support,1,1,66.0,00:03:11,4.0,2021-02-11 12:00:00
2388,ID2389,Becky,Payment related,0,0,,,,2021-02-11 12:00:00
2389,ID2390,Becky,Admin Support,0,0,,,,2021-02-11 12:00:00
2390,ID2391,Diane,Payment related,1,1,18.0,00:02:08,5.0,2021-02-11 12:04:19
2391,ID2392,Martha,Admin Support,1,1,65.0,00:05:43,5.0,2021-02-11 12:04:19
2392,ID2393,Dan,Contract related,1,1,116.0,00:04:12,2.0,2021-02-11 12:15:50
2393,ID2394,Dan,Payment related,0,0,,,,2021-02-11 12:15:50
2394,ID2395,Stewart,Payment related,0,0,,,,2021-02-11 12:30:14
2395,ID2396,Martha,Admin Support,1,1,19.0,00:05:35,5.0,2021-02-11 12:30:14
2396,ID2397,Dan,Technical Support,0,0,,,,2021-02-11 12:34:34
2397,ID2398,Greg,Technical Support,1,1,120.0,00:06:54,3.0,2021-02-11 12:34:34
2398,ID2399,Martha,Admin Support,1,1,32.0,00:00:55,3.0,2021-02-11 12:36:00
2399,ID2400,Stewart,Admin Support,1,1,121.0,00:05:45,2.0,2021-02-11 12:36:00
2400,ID2401,Jim,Contract related,0,0,,,,2021-02-11 12:50:24
2401,ID2402,Greg,Admin Support,1,1,82.0,00:03:21,4.0,2021-02-11 12:50:24
2402,ID2403,Martha,Contract related,1,1,53.0,00:02:18,4.0,2021-02-11 12:57:36
2403,ID2404,Stewart,Payment related,0,0,,,,2021-02-11 12:57:36
2404,ID2405,Becky,Technical Support,1,1,16.0,00:05:12,4.0,2021-02-11 13:12:00
2405,ID2406,Martha,Admin Support,1,1,67.0,00:06:11,3.0,2021-02-11 13:12:00
2406,ID2407,Dan,Streaming,1,1,95.0,00:02:59,4.0,2021-02-11 13:22:05
2407,ID2408,Diane,Admin Support,1,1,75.0,00:02:42,3.0,2021-02-11 13:22:05
2408,ID2409,Jim,Streaming,1,1,53.0,00:05:25,3.0,2021-02-11 13:30:43
2409,ID2410,Joe,Contract related,1,1,116.0,00:00:49,5.0,2021-02-11 13:30:43
2410,ID2411,Stewart,Technical Support,1,1,83.0,00:04:23,3.0,2021-02-11 13:37:55
2411,ID2412,Jim,Contract related,1,1,92.0,00:02:15,4.0,2021-02-11 13:37:55
2412,ID2413,Martha,Admin Support,1,1,24.0,00:02:41,3.0,2021-02-11 13:46:34
2413,ID2414,Martha,Contract related,1,1,16.0,00:04:17,4.0,2021-02-11 13:46:34
2414,ID2415,Jim,Contract related,1,1,24.0,00:02:22,5.0,2021-02-11 14:03:50
2415,ID2416,Martha,Technical Support,1,1,114.0,00:03:49,2.0,2021-02-11 14:03:50
2416,ID2417,Jim,Contract related,0,0,,,,2021-02-11 14:03:50
2417,ID2418,Jim,Technical Support,1,1,120.0,00:05:57,4.0,2021-02-11 14:03:50
2418,ID2419,Martha,Streaming,1,1,89.0,00:06:57,5.0,2021-02-11 14:25:26
2419,ID2420,Martha,Payment related,1,1,83.0,00:01:29,4.0,2021-02-11 14:25:26
2420,ID2421,Dan,Streaming,1,1,71.0,00:02:34,5.0,2021-02-11 14:52:48
2421,ID2422,Greg,Streaming,1,1,62.0,00:02:00,4.0,2021-02-11 14:52:48
2422,ID2423,Becky,Payment related,1,1,84.0,00:03:15,2.0,2021-02-11 15:04:19
2423,ID2424,Dan,Technical Support,1,1,17.0,00:01:21,4.0,2021-02-11 15:04:19
2424,ID2425,Greg,Contract related,1,1,24.0,00:03:51,4.0,2021-02-11 15:11:31
2425,ID2426,Joe,Streaming,1,1,108.0,00:05:34,3.0,2021-02-11 15:11:31
2426,ID2427,Diane,Payment related,1,1,13.0,00:02:04,3.0,2021-02-11 15:59:02
2427,ID2428,Becky,Technical Support,1,1,119.0,00:06:23,3.0,2021-02-11 15:59:02
2428,ID2429,Dan,Payment related,1,1,80.0,00:05:32,2.0,2021-02-11 16:29:17
2429,ID2430,Joe,Contract related,1,1,99.0,00:01:52,4.0,2021-02-11 16:29:17
2430,ID2431,Martha,Streaming,1,1,60.0,00:05:53,4.0,2021-02-11 16:50:53
2431,ID2432,Greg,Admin Support,1,1,121.0,00:04:52,4.0,2021-02-11 16:50:53
2432,ID2433,Diane,Technical Support,0,0,,,,2021-02-11 17:02:24
2433,ID2434,Becky,Contract related,1,1,91.0,00:06:08,2.0,2021-02-11 17:02:24
2434,ID2435,Greg,Payment related,1,1,91.0,00:01:45,2.0,2021-02-11 17:24:00
2435,ID2436,Diane,Admin Support,1,1,99.0,00:01:05,3.0,2021-02-11 17:24:00
2436,ID2437,Martha,Contract related,0,0,,,,2021-02-12 09:12:58
2437,ID2438,Joe,Payment related,0,0,,,,2021-02-12 09:12:58
2438,ID2439,Martha,Technical Support,1,1,101.0,00:05:16,3.0,2021-02-12 10:00:29
2439,ID2440,Diane,Technical Support,1,1,61.0,00:04:25,1.0,2021-02-12 10:00:29
2440,ID2441,Becky,Streaming,1,1,35.0,00:02:31,4.0,2021-02-12 10:13:26
2441,ID2442,Joe,Contract related,1,0,55.0,00:04:14,1.0,2021-02-12 10:13:26
2442,ID2443,Martha,Admin Support,0,0,,,,2021-02-12 10:16:19
2443,ID2444,Jim,Technical Support,0,0,,,,2021-02-12 10:16:19
2444,ID2445,Becky,Admin Support,1,1,107.0,00:03:50,5.0,2021-02-12 10:24:58
2445,ID2446,Becky,Streaming,1,1,21.0,00:07:00,5.0,2021-02-12 10:24:58
2446,ID2447,Joe,Contract related,1,1,79.0,00:03:31,4.0,2021-02-12 10:26:24
2447,ID2448,Diane,Payment related,1,1,67.0,00:02:17,3.0,2021-02-12 10:26:24
2448,ID2449,Becky,Technical Support,1,1,32.0,00:01:52,3.0,2021-02-12 10:32:10
2449,ID2450,Becky,Contract related,0,0,,,,2021-02-12 10:32:10
2450,ID2451,Martha,Contract related,1,1,79.0,00:04:45,4.0,2021-02-12 10:46:34
2451,ID2452,Jim,Admin Support,1,1,117.0,00:03:59,3.0,2021-02-12 10:46:34
2452,ID2453,Dan,Technical Support,1,1,110.0,00:04:31,4.0,2021-02-12 10:53:46
2453,ID2454,Dan,Admin Support,1,1,31.0,00:00:32,4.0,2021-02-12 10:53:46
2454,ID2455,Dan,Contract related,0,0,,,,2021-02-12 11:08:10
2455,ID2456,Greg,Streaming,1,1,87.0,00:06:30,4.0,2021-02-12 11:08:10
2456,ID2457,Becky,Technical Support,1,1,99.0,00:06:55,5.0,2021-02-12 11:26:53
2457,ID2458,Martha,Streaming,1,1,83.0,00:03:43,4.0,2021-02-12 11:26:53
2458,ID2459,Diane,Admin Support,1,1,36.0,00:06:13,3.0,2021-02-12 11:54:14
2459,ID2460,Dan,Admin Support,1,1,67.0,00:06:52,3.0,2021-02-12 11:54:14
2460,ID2461,Stewart,Technical Support,1,1,91.0,00:03:06,4.0,2021-02-12 12:14:24
2461,ID2462,Dan,Technical Support,0,0,,,,2021-02-12 12:14:24
2462,ID2463,Greg,Streaming,1,1,29.0,00:05:56,3.0,2021-02-12 12:24:29
2463,ID2464,Diane,Admin Support,1,1,86.0,00:04:12,1.0,2021-02-12 12:24:29
2464,ID2465,Jim,Payment related,1,1,58.0,00:01:52,5.0,2021-02-12 12:50:24
2465,ID2466,Greg,Payment related,1,1,57.0,00:00:46,1.0,2021-02-12 12:50:24
2466,ID2467,Jim,Streaming,1,1,70.0,00:04:48,3.0,2021-02-12 13:07:41
2467,ID2468,Jim,Admin Support,0,0,,,,2021-02-12 13:07:41
2468,ID2469,Joe,Contract related,1,1,77.0,00:02:20,4.0,2021-02-12 13:24:58
2469,ID2470,Dan,Contract related,1,1,31.0,00:05:16,5.0,2021-02-12 13:24:58
2470,ID2471,Diane,Technical Support,1,1,43.0,00:00:56,2.0,2021-02-12 13:29:17
2471,ID2472,Jim,Technical Support,1,1,38.0,00:05:06,4.0,2021-02-12 13:29:17
2472,ID2473,Diane,Technical Support,0,0,,,,2021-02-12 15:53:17
2473,ID2474,Diane,Contract related,1,0,83.0,00:02:24,5.0,2021-02-12 15:53:17
2474,ID2475,Jim,Admin Support,1,1,122.0,00:04:31,5.0,2021-02-12 17:13:55
2475,ID2476,Dan,Technical Support,1,1,42.0,00:06:48,5.0,2021-02-12 17:13:55
2476,ID2477,Becky,Streaming,1,1,61.0,00:01:11,4.0,2021-02-12 17:52:48
2477,ID2478,Jim,Streaming,1,0,103.0,00:03:57,3.0,2021-02-12 17:52:48
2478,ID2479,Becky,Streaming,1,1,110.0,00:05:26,4.0,2021-02-12 17:52:48
2479,ID2480,Diane,Streaming,0,0,,,,2021-02-12 17:52:48
2480,ID2481,Martha,Payment related,0,0,,,,2021-02-13 09:14:24
2481,ID2482,Dan,Technical Support,0,0,,,,2021-02-13 09:14:24
2482,ID2483,Martha,Technical Support,1,1,88.0,00:02:15,2.0,2021-02-13 09:33:07
2483,ID2484,Jim,Streaming,0,0,,,,2021-02-13 09:33:07
2484,ID2485,Stewart,Technical Support,1,1,57.0,00:02:24,5.0,2021-02-13 09:36:00
2485,ID2486,Jim,Payment related,0,0,,,,2021-02-13 09:36:00
2486,ID2487,Becky,Contract related,0,0,,,,2021-02-13 09:41:46
2487,ID2488,Dan,Contract related,1,1,37.0,00:06:05,3.0,2021-02-13 09:41:46
2488,ID2489,Greg,Payment related,1,1,62.0,00:01:14,2.0,2021-02-13 09:54:43
2489,ID2490,Greg,Streaming,1,1,48.0,00:01:27,4.0,2021-02-13 09:54:43
2490,ID2491,Dan,Technical Support,1,1,123.0,00:03:12,3.0,2021-02-13 10:10:34
2491,ID2492,Greg,Contract related,1,1,83.0,00:00:50,5.0,2021-02-13 10:10:34
2492,ID2493,Joe,Admin Support,1,1,23.0,00:02:51,5.0,2021-02-13 10:33:36
2493,ID2494,Dan,Payment related,0,0,,,,2021-02-13 10:33:36
2494,ID2495,Greg,Streaming,1,0,27.0,00:05:11,3.0,2021-02-13 10:45:07
2495,ID2496,Joe,Admin Support,1,1,78.0,00:06:23,5.0,2021-02-13 10:45:07
2496,ID2497,Becky,Streaming,1,1,82.0,00:05:12,3.0,2021-02-13 11:03:50
2497,ID2498,Jim,Streaming,1,1,50.0,00:05:27,4.0,2021-02-13 11:03:50
2498,ID2499,Diane,Admin Support,1,1,90.0,00:01:08,4.0,2021-02-13 11:32:38
2499,ID2500,Joe,Admin Support,1,1,89.0,00:05:13,3.0,2021-02-13 11:32:38
2500,ID2501,Martha,Payment related,1,1,79.0,00:06:47,1.0,2021-02-13 12:12:58
2501,ID2502,Greg,Contract related,1,1,123.0,00:06:42,2.0,2021-02-13 12:12:58
2502,ID2503,Dan,Admin Support,1,1,97.0,00:02:32,1.0,2021-02-13 12:25:55
2503,ID2504,Dan,Technical Support,1,1,74.0,00:05:57,3.0,2021-02-13 12:25:55
2504,ID2505,Jim,Admin Support,1,1,68.0,00:03:10,5.0,2021-02-13 12:27:22
2505,ID2506,Joe,Streaming,1,1,100.0,00:04:26,5.0,2021-02-13 12:27:22
2506,ID2507,Jim,Admin Support,0,0,,,,2021-02-13 12:28:48
2507,ID2508,Martha,Contract related,1,1,34.0,00:04:29,4.0,2021-02-13 12:28:48
2508,ID2509,Dan,Technical Support,0,0,,,,2021-02-13 12:47:31
2509,ID2510,Greg,Contract related,1,1,33.0,00:03:46,1.0,2021-02-13 12:47:31
2510,ID2511,Greg,Contract related,1,1,63.0,00:05:13,5.0,2021-02-13 12:53:17
2511,ID2512,Greg,Technical Support,1,1,54.0,00:02:58,1.0,2021-02-13 12:53:17
2512,ID2513,Greg,Admin Support,0,0,,,,2021-02-13 13:13:26
2513,ID2514,Greg,Technical Support,1,1,91.0,00:03:42,2.0,2021-02-13 13:13:26
2514,ID2515,Becky,Payment related,1,1,89.0,00:04:15,4.0,2021-02-13 13:16:19
2515,ID2516,Joe,Payment related,1,1,75.0,00:04:39,5.0,2021-02-13 13:16:19
2516,ID2517,Greg,Streaming,1,1,54.0,00:00:35,4.0,2021-02-13 13:30:43
2517,ID2518,Stewart,Payment related,1,1,43.0,00:03:08,3.0,2021-02-13 13:30:43
2518,ID2519,Stewart,Admin Support,1,1,45.0,00:06:53,4.0,2021-02-13 14:28:19
2519,ID2520,Martha,Payment related,1,1,79.0,00:00:31,5.0,2021-02-13 14:28:19
2520,ID2521,Joe,Technical Support,1,1,27.0,00:03:14,3.0,2021-02-13 14:39:50
2521,ID2522,Diane,Payment related,1,1,59.0,00:05:33,3.0,2021-02-13 14:39:50
2522,ID2523,Stewart,Contract related,1,0,70.0,00:00:52,4.0,2021-02-13 15:14:24
2523,ID2524,Dan,Payment related,1,0,92.0,00:01:26,5.0,2021-02-13 15:14:24
2524,ID2525,Greg,Technical Support,1,1,96.0,00:04:35,2.0,2021-02-13 15:33:07
2525,ID2526,Becky,Streaming,1,1,79.0,00:05:10,5.0,2021-02-13 15:33:07
2526,ID2527,Greg,Admin Support,1,1,115.0,00:01:05,5.0,2021-02-13 15:57:36
2527,ID2528,Jim,Payment related,1,1,71.0,00:05:46,3.0,2021-02-13 15:57:36
2528,ID2529,Martha,Streaming,0,0,,,,2021-02-13 16:16:19
2529,ID2530,Stewart,Payment related,1,0,124.0,00:05:41,4.0,2021-02-13 16:16:19
2530,ID2531,Diane,Payment related,0,0,,,,2021-02-13 16:50:53
2531,ID2532,Joe,Contract related,1,1,35.0,00:00:31,5.0,2021-02-13 16:50:53
2532,ID2533,Dan,Contract related,1,1,106.0,00:03:22,3.0,2021-02-13 17:18:14
2533,ID2534,Dan,Contract related,1,1,32.0,00:03:33,4.0,2021-02-13 17:18:14
2534,ID2535,Jim,Payment related,1,1,119.0,00:04:18,4.0,2021-02-14 09:07:12
2535,ID2536,Greg,Contract related,1,1,112.0,00:04:29,2.0,2021-02-14 09:07:12
2536,ID2537,Stewart,Technical Support,1,1,49.0,00:04:10,1.0,2021-02-14 09:38:53
2537,ID2538,Stewart,Contract related,0,0,,,,2021-02-14 09:38:53
2538,ID2539,Joe,Admin Support,1,1,74.0,00:04:54,3.0,2021-02-14 09:46:05
2539,ID2540,Greg,Streaming,1,0,117.0,00:02:45,4.0,2021-02-14 09:46:05
2540,ID2541,Jim,Contract related,0,0,,,,2021-02-14 09:48:58
2541,ID2542,Diane,Admin Support,1,1,40.0,00:06:51,1.0,2021-02-14 09:48:58
2542,ID2543,Martha,Contract related,1,1,87.0,00:04:53,5.0,2021-02-14 10:24:58
2543,ID2544,Martha,Streaming,1,1,58.0,00:01:24,4.0,2021-02-14 10:24:58
2544,ID2545,Becky,Technical Support,1,1,84.0,00:06:00,4.0,2021-02-14 10:30:43
2545,ID2546,Jim,Payment related,1,1,54.0,00:02:17,2.0,2021-02-14 10:30:43
2546,ID2547,Dan,Contract related,1,1,13.0,00:05:36,5.0,2021-02-14 10:52:19
2547,ID2548,Diane,Technical Support,0,0,,,,2021-02-14 10:52:19
2548,ID2549,Jim,Technical Support,1,1,42.0,00:00:36,4.0,2021-02-14 11:54:14
2549,ID2550,Stewart,Payment related,1,1,12.0,00:02:36,1.0,2021-02-14 11:54:14
2550,ID2551,Diane,Admin Support,1,1,13.0,00:04:40,3.0,2021-02-14 12:31:41
2551,ID2552,Greg,Contract related,0,0,,,,2021-02-14 12:31:41
2552,ID2553,Diane,Streaming,1,1,100.0,00:03:11,5.0,2021-02-14 12:41:46
2553,ID2554,Joe,Payment related,1,1,70.0,00:01:10,2.0,2021-02-14 12:41:46
2554,ID2555,Stewart,Streaming,0,0,,,,2021-02-14 12:57:36
2555,ID2556,Jim,Technical Support,0,0,,,,2021-02-14 12:57:36
2556,ID2557,Becky,Technical Support,1,1,102.0,00:05:53,4.0,2021-02-14 13:13:26
2557,ID2558,Becky,Technical Support,1,1,82.0,00:03:19,3.0,2021-02-14 13:13:26
2558,ID2559,Joe,Streaming,1,0,24.0,00:04:07,5.0,2021-02-14 13:26:24
2559,ID2560,Stewart,Admin Support,1,1,10.0,00:01:39,5.0,2021-02-14 13:26:24
2560,ID2561,Jim,Payment related,0,0,,,,2021-02-14 13:46:34
2561,ID2562,Stewart,Streaming,1,1,80.0,00:05:01,1.0,2021-02-14 13:46:34
2562,ID2563,Stewart,Technical Support,1,1,63.0,00:06:14,4.0,2021-02-14 13:50:53
2563,ID2564,Greg,Contract related,1,1,43.0,00:06:53,4.0,2021-02-14 13:50:53
2564,ID2565,Dan,Payment related,0,0,,,,2021-02-14 14:21:07
2565,ID2566,Diane,Payment related,1,1,87.0,00:02:02,4.0,2021-02-14 14:21:07
2566,ID2567,Joe,Technical Support,1,1,125.0,00:06:04,4.0,2021-02-14 14:24:00
2567,ID2568,Stewart,Payment related,1,1,56.0,00:03:52,1.0,2021-02-14 14:24:00
2568,ID2569,Greg,Payment related,1,1,88.0,00:03:46,3.0,2021-02-14 14:49:55
2569,ID2570,Jim,Payment related,1,1,45.0,00:01:17,4.0,2021-02-14 14:49:55
2570,ID2571,Dan,Technical Support,1,1,24.0,00:02:01,4.0,2021-02-14 14:51:22
2571,ID2572,Jim,Contract related,1,1,23.0,00:04:12,5.0,2021-02-14 14:51:22
2572,ID2573,Becky,Payment related,1,1,66.0,00:06:47,5.0,2021-02-14 15:34:34
2573,ID2574,Martha,Admin Support,0,0,,,,2021-02-14 15:34:34
2574,ID2575,Joe,Streaming,1,1,67.0,00:01:35,4.0,2021-02-14 16:27:50
2575,ID2576,Becky,Technical Support,1,1,39.0,00:05:14,1.0,2021-02-14 16:27:50
2576,ID2577,Becky,Streaming,1,1,70.0,00:00:39,1.0,2021-02-14 16:37:55
2577,ID2578,Jim,Admin Support,1,1,40.0,00:06:39,5.0,2021-02-14 16:37:55
2578,ID2579,Stewart,Contract related,0,0,,,,2021-02-14 16:37:55
2579,ID2580,Martha,Admin Support,1,1,28.0,00:06:26,3.0,2021-02-14 16:37:55
2580,ID2581,Joe,Technical Support,1,1,107.0,00:03:39,2.0,2021-02-14 16:50:53
2581,ID2582,Stewart,Payment related,1,1,62.0,00:04:42,4.0,2021-02-14 16:50:53
2582,ID2583,Diane,Technical Support,1,1,80.0,00:04:20,4.0,2021-02-14 16:53:46
2583,ID2584,Stewart,Contract related,1,1,63.0,00:03:06,3.0,2021-02-14 16:53:46
2584,ID2585,Becky,Technical Support,1,1,36.0,00:05:18,3.0,2021-02-14 17:09:36
2585,ID2586,Dan,Contract related,1,1,64.0,00:02:05,3.0,2021-02-14 17:09:36
2586,ID2587,Greg,Contract related,1,1,110.0,00:05:43,3.0,2021-02-14 17:09:36
2587,ID2588,Jim,Admin Support,1,1,43.0,00:06:22,3.0,2021-02-14 17:09:36
2588,ID2589,Jim,Technical Support,1,1,76.0,00:04:44,5.0,2021-02-14 17:11:02
2589,ID2590,Joe,Technical Support,1,1,45.0,00:02:29,2.0,2021-02-14 17:11:02
2590,ID2591,Martha,Streaming,1,0,109.0,00:01:12,3.0,2021-02-14 17:36:58
2591,ID2592,Joe,Streaming,1,1,68.0,00:06:54,4.0,2021-02-14 17:36:58
2592,ID2593,Greg,Contract related,1,0,99.0,00:06:54,1.0,2021-02-14 17:42:43
2593,ID2594,Dan,Contract related,1,1,27.0,00:04:05,4.0,2021-02-14 17:42:43
2594,ID2595,Greg,Streaming,1,1,14.0,00:00:58,3.0,2021-02-15 09:00:00
2595,ID2596,Greg,Admin Support,1,1,81.0,00:04:21,3.0,2021-02-15 09:00:00
2596,ID2597,Dan,Admin Support,1,1,24.0,00:03:07,3.0,2021-02-15 09:33:07
2597,ID2598,Dan,Contract related,1,1,13.0,00:05:48,1.0,2021-02-15 09:33:07
2598,ID2599,Becky,Technical Support,1,1,89.0,00:00:53,1.0,2021-02-15 10:01:55
2599,ID2600,Becky,Streaming,1,1,103.0,00:05:57,4.0,2021-02-15 10:01:55
2600,ID2601,Jim,Payment related,1,1,103.0,00:03:48,3.0,2021-02-15 10:01:55
2601,ID2602,Greg,Payment related,0,0,,,,2021-02-15 10:01:55
2602,ID2603,Stewart,Contract related,1,0,59.0,00:03:31,3.0,2021-02-15 10:20:38
2603,ID2604,Joe,Payment related,1,1,113.0,00:01:38,3.0,2021-02-15 10:20:38
2604,ID2605,Diane,Contract related,1,1,69.0,00:01:52,2.0,2021-02-15 11:12:29
2605,ID2606,Diane,Technical Support,1,1,69.0,00:01:51,2.0,2021-02-15 11:12:29
2606,ID2607,Becky,Technical Support,1,0,11.0,00:05:07,4.0,2021-02-15 11:34:05
2607,ID2608,Dan,Contract related,1,1,75.0,00:04:11,2.0,2021-02-15 11:34:05
2608,ID2609,Jim,Technical Support,1,0,24.0,00:02:32,5.0,2021-02-15 11:41:17
2609,ID2610,Becky,Admin Support,1,1,124.0,00:06:08,3.0,2021-02-15 11:41:17
2610,ID2611,Greg,Admin Support,1,1,32.0,00:02:34,5.0,2021-02-15 11:45:36
2611,ID2612,Stewart,Admin Support,1,1,105.0,00:06:34,5.0,2021-02-15 11:45:36
2612,ID2613,Becky,Technical Support,0,0,,,,2021-02-15 11:48:29
2613,ID2614,Jim,Payment related,1,1,94.0,00:01:03,4.0,2021-02-15 11:48:29
2614,ID2615,Joe,Contract related,1,1,107.0,00:02:16,4.0,2021-02-15 12:07:12
2615,ID2616,Diane,Admin Support,1,1,79.0,00:05:33,5.0,2021-02-15 12:07:12
2616,ID2617,Dan,Contract related,0,0,,,,2021-02-15 12:21:36
2617,ID2618,Becky,Admin Support,1,1,59.0,00:02:05,4.0,2021-02-15 12:21:36
2618,ID2619,Dan,Technical Support,1,0,117.0,00:04:54,3.0,2021-02-15 12:38:53
2619,ID2620,Martha,Streaming,1,1,37.0,00:01:51,3.0,2021-02-15 12:38:53
2620,ID2621,Dan,Admin Support,1,1,94.0,00:05:20,4.0,2021-02-15 13:00:29
2621,ID2622,Becky,Technical Support,1,1,120.0,00:02:45,1.0,2021-02-15 13:00:29
2622,ID2623,Jim,Contract related,0,0,,,,2021-02-15 13:26:24
2623,ID2624,Martha,Streaming,1,1,50.0,00:06:47,2.0,2021-02-15 13:26:24
2624,ID2625,Becky,Payment related,1,1,47.0,00:02:28,5.0,2021-02-15 13:39:22
2625,ID2626,Stewart,Streaming,0,0,,,,2021-02-15 13:39:22
2626,ID2627,Dan,Admin Support,1,1,118.0,00:02:53,5.0,2021-02-15 13:42:14
2627,ID2628,Becky,Admin Support,0,0,,,,2021-02-15 13:42:14
2628,ID2629,Greg,Technical Support,0,0,,,,2021-02-15 14:28:19
2629,ID2630,Jim,Technical Support,1,1,14.0,00:01:13,5.0,2021-02-15 14:28:19
2630,ID2631,Dan,Technical Support,1,1,88.0,00:01:09,3.0,2021-02-15 14:29:46
2631,ID2632,Joe,Streaming,1,1,124.0,00:00:52,4.0,2021-02-15 14:29:46
2632,ID2633,Diane,Payment related,1,1,18.0,00:00:48,5.0,2021-02-15 14:44:10
2633,ID2634,Dan,Admin Support,1,1,22.0,00:02:05,3.0,2021-02-15 14:44:10
2634,ID2635,Jim,Technical Support,0,0,,,,2021-02-15 14:51:22
2635,ID2636,Becky,Streaming,1,1,94.0,00:06:18,5.0,2021-02-15 14:51:22
2636,ID2637,Becky,Technical Support,1,0,54.0,00:03:36,3.0,2021-02-15 14:57:07
2637,ID2638,Greg,Contract related,1,0,44.0,00:03:17,5.0,2021-02-15 14:57:07
2638,ID2639,Greg,Admin Support,1,1,28.0,00:04:23,3.0,2021-02-15 15:46:05
2639,ID2640,Jim,Payment related,1,1,103.0,00:03:12,3.0,2021-02-15 15:46:05
2640,ID2641,Joe,Technical Support,1,1,25.0,00:00:47,4.0,2021-02-15 15:47:31
2641,ID2642,Becky,Streaming,0,0,,,,2021-02-15 15:47:31
2642,ID2643,Jim,Streaming,1,1,84.0,00:04:10,3.0,2021-02-15 16:01:55
2643,ID2644,Dan,Streaming,1,1,36.0,00:03:57,4.0,2021-02-15 16:01:55
2644,ID2645,Becky,Payment related,0,0,,,,2021-02-15 17:11:02
2645,ID2646,Stewart,Payment related,1,1,42.0,00:03:41,4.0,2021-02-15 17:11:02
2646,ID2647,Dan,Streaming,1,1,124.0,00:03:51,3.0,2021-02-15 17:18:14
2647,ID2648,Stewart,Technical Support,1,1,99.0,00:03:40,5.0,2021-02-15 17:18:14
2648,ID2649,Diane,Streaming,1,1,124.0,00:04:23,5.0,2021-02-15 17:19:41
2649,ID2650,Greg,Admin Support,1,1,55.0,00:06:25,5.0,2021-02-15 17:19:41
2650,ID2651,Dan,Admin Support,0,0,,,,2021-02-15 17:45:36
2651,ID2652,Jim,Payment related,0,0,,,,2021-02-15 17:45:36
2652,ID2653,Greg,Admin Support,1,1,64.0,00:05:06,2.0,2021-02-16 09:07:12
2653,ID2654,Diane,Technical Support,1,1,82.0,00:04:54,2.0,2021-02-16 09:07:12
2654,ID2655,Diane,Streaming,1,1,50.0,00:03:19,4.0,2021-02-16 10:04:48
2655,ID2656,Stewart,Contract related,1,1,100.0,00:03:42,4.0,2021-02-16 10:04:48
2656,ID2657,Jim,Admin Support,1,1,26.0,00:06:54,3.0,2021-02-16 10:23:31
2657,ID2658,Dan,Payment related,1,1,75.0,00:04:14,2.0,2021-02-16 10:23:31
2658,ID2659,Greg,Technical Support,1,1,26.0,00:06:28,3.0,2021-02-16 10:30:43
2659,ID2660,Dan,Payment related,1,1,21.0,00:05:08,3.0,2021-02-16 10:30:43
2660,ID2661,Stewart,Admin Support,1,1,53.0,00:00:31,1.0,2021-02-16 10:30:43
2661,ID2662,Greg,Streaming,1,1,109.0,00:02:37,3.0,2021-02-16 10:30:43
2662,ID2663,Becky,Streaming,1,1,108.0,00:06:04,3.0,2021-02-16 11:06:43
2663,ID2664,Stewart,Contract related,1,1,58.0,00:05:16,5.0,2021-02-16 11:06:43
2664,ID2665,Stewart,Payment related,1,1,14.0,00:05:51,5.0,2021-02-16 11:12:29
2665,ID2666,Martha,Contract related,1,1,74.0,00:05:31,4.0,2021-02-16 11:12:29
2666,ID2667,Jim,Contract related,0,0,,,,2021-02-16 11:18:14
2667,ID2668,Jim,Streaming,1,1,54.0,00:02:46,5.0,2021-02-16 11:18:14
2668,ID2669,Greg,Streaming,1,1,18.0,00:03:43,4.0,2021-02-16 11:26:53
2669,ID2670,Joe,Payment related,1,1,39.0,00:06:13,3.0,2021-02-16 11:26:53
2670,ID2671,Martha,Payment related,1,1,31.0,00:03:17,1.0,2021-02-16 12:10:05
2671,ID2672,Diane,Technical Support,1,1,118.0,00:05:00,3.0,2021-02-16 12:10:05
2672,ID2673,Diane,Payment related,0,0,,,,2021-02-16 12:50:24
2673,ID2674,Joe,Contract related,1,1,118.0,00:05:58,3.0,2021-02-16 12:50:24
2674,ID2675,Jim,Payment related,1,1,69.0,00:03:37,4.0,2021-02-16 13:03:22
2675,ID2676,Greg,Payment related,1,1,125.0,00:06:21,5.0,2021-02-16 13:03:22
2676,ID2677,Dan,Streaming,1,0,47.0,00:02:41,3.0,2021-02-16 14:26:53
2677,ID2678,Joe,Payment related,1,1,53.0,00:01:04,1.0,2021-02-16 14:26:53
